,split,goldblue,goldred,bTowers,rTowers,bKills,rKills,bResult,rResult
1238,"14866    2018-1P
Name: split, dtype: object",48309,65342,2,10,7,20,0,1
1239,"14878    2018-1P
Name: split, dtype: object",65491,73745,4,11,17,17,0,1
1240,"14890    2018-1P
Name: split, dtype: object",53602,34834,10,0,17,4,1,0
1241,"14902    2018-1P
Name: split, dtype: object",66504,61290,7,5,16,11,1,0
1242,"14914    2018-1P
Name: split, dtype: object",54511,68297,2,10,11,20,0,1
1243,"14926    2018-1P
Name: split, dtype: object",61606,45096,11,0,12,1,1,0
1244,"14938    2018-1P
Name: split, dtype: object",59192,40057,10,0,17,4,1,0
1245,"14950    2018-1P
Name: split, dtype: object",54045,70152,2,11,16,27,0,1
1246,"14962    2018-1P
Name: split, dtype: object",79772,65117,10,4,9,5,1,0
1247,"14974    2018-1P
Name: split, dtype: object",116558,99849,11,8,28,19,1,0
1248,"14986    2018-1P
Name: split, dtype: object",47740,58495,3,10,6,11,0,1
1249,"14998    2018-1P
Name: split, dtype: object",66017,47302,11,0,11,4,1,0
1250,"15010    2018-1P
Name: split, dtype: object",69275,53259,11,1,10,1,1,0
1251,"15022    2018-1P
Name: split, dtype: object",55513,66641,3,9,3,13,0,1
1252,"15034    2018-1
Name: split, dtype: object",60556,46151,8,2,14,4,1,0
1253,"15046    2018-1
Name: split, dtype: object",81964,81511,9,7,21,16,1,0
1254,"15058    2018-1
Name: split, dtype: object",69352,61507,8,3,20,15,1,0
1255,"15070    2018-1
Name: split, dtype: object",49503,61412,0,9,13,19,0,1
1256,"15082    2018-1
Name: split, dtype: object",56923,42160,8,1,23,7,1,0
1257,"15094    2018-1
Name: split, dtype: object",61083,72079,3,11,9,16,0,1
1258,"15106    2018-1
Name: split, dtype: object",60535,53426,9,3,12,7,1,0
1259,"15118    2018-1
Name: split, dtype: object",63449,53658,11,3,10,4,1,0
1260,"15130    2018-1
Name: split, dtype: object",61173,43916,11,0,16,3,1,0
1261,"15142    2018-1
Name: split, dtype: object",45818,61271,1,11,9,16,0,1
1262,"15154    2018-1
Name: split, dtype: object",57926,46432,8,2,10,3,1,0
1263,"15166    2018-1
Name: split, dtype: object",30457,47939,0,9,1,21,0,1
1264,"15178    2018-1
Name: split, dtype: object",83000,70708,9,3,16,10,1,0
1265,"15190    2018-1
Name: split, dtype: object",66802,82575,6,10,5,13,0,1
1266,"15202    2018-1
Name: split, dtype: object",43670,56673,0,10,2,11,0,1
1267,"15214    2018-1
Name: split, dtype: object",38591,48174,1,7,5,10,0,1
1268,"15226    2018-1
Name: split, dtype: object",93824,80138,11,3,14,8,1,0
1269,"15238    2018-1
Name: split, dtype: object",60707,43791,11,3,17,4,1,0
1270,"15250    2018-1
Name: split, dtype: object",52757,62750,2,11,10,11,0,1
1271,"15262    2018-1
Name: split, dtype: object",56362,72700,3,11,8,20,0,1
1272,"15274    2018-1
Name: split, dtype: object",50150,63691,1,11,11,24,0,1
1273,"15286    2018-1
Name: split, dtype: object",43059,59269,1,11,9,20,0,1
1274,"15298    2018-1
Name: split, dtype: object",49729,59412,2,10,30,45,0,1
1275,"15310    2018-1
Name: split, dtype: object",65090,50747,11,2,20,4,1,0
1276,"15322    2018-1
Name: split, dtype: object",71274,63841,11,6,15,16,1,0
1277,"15334    2018-1
Name: split, dtype: object",64789,54105,10,3,11,7,1,0
1278,"15346    2018-1
Name: split, dtype: object",57817,43845,9,4,20,5,1,0
1279,"15358    2018-1
Name: split, dtype: object",41386,54849,1,11,14,22,0,1
1280,"15370    2018-1
Name: split, dtype: object",69282,62651,9,4,11,8,1,0
1281,"15382    2018-1
Name: split, dtype: object",52996,66400,2,10,4,17,0,1
1282,"15394    2018-1
Name: split, dtype: object",49515,39343,10,3,15,3,1,0
1283,"15406    2018-1
Name: split, dtype: object",38626,56044,0,9,2,22,0,1
1284,"15418    2018-1
Name: split, dtype: object",60653,52736,7,2,8,4,1,0
1285,"15430    2018-1
Name: split, dtype: object",67757,61787,7,4,17,5,1,0
1286,"15442    2018-1
Name: split, dtype: object",69127,77958,4,9,14,24,0,1
1287,"15454    2018-1
Name: split, dtype: object",60582,75137,1,11,5,12,0,1
1288,"15466    2018-1
Name: split, dtype: object",60377,71305,3,11,8,16,0,1
1289,"15478    2018-1
Name: split, dtype: object",70520,50799,10,0,16,2,1,0
1290,"15490    2018-1
Name: split, dtype: object",40051,54948,0,10,2,9,0,1
1291,"15502    2018-1
Name: split, dtype: object",54956,65769,6,8,9,18,0,1
1292,"15514    2018-1
Name: split, dtype: object",55342,48365,8,2,3,6,1,0
1293,"15526    2018-1
Name: split, dtype: object",62399,50044,10,3,15,4,1,0
1294,"15538    2018-1
Name: split, dtype: object",59867,74243,1,11,7,15,0,1
1295,"15550    2018-1
Name: split, dtype: object",72713,84573,8,9,3,15,0,1
1296,"15562    2018-1
Name: split, dtype: object",72894,80171,4,10,4,16,0,1
1297,"15574    2018-1
Name: split, dtype: object",82713,71886,11,5,16,10,1,0
1298,"15586    2018-1
Name: split, dtype: object",51855,41321,9,2,12,9,1,0
1299,"15598    2018-1
Name: split, dtype: object",52824,69676,1,11,4,15,0,1
1300,"15610    2018-1
Name: split, dtype: object",49529,62952,2,9,4,20,0,1
1301,"15622    2018-1
Name: split, dtype: object",66441,59023,11,4,8,14,1,0
1302,"15634    2018-1
Name: split, dtype: object",55635,75557,1,11,5,19,0,1
1303,"15646    2018-1
Name: split, dtype: object",62105,44867,11,0,14,4,1,0
1304,"15658    2018-1
Name: split, dtype: object",59649,41037,11,0,26,9,1,0
1305,"15670    2018-1
Name: split, dtype: object",76198,63967,10,4,14,7,1,0
1306,"15682    2018-1
Name: split, dtype: object",56702,74009,3,11,7,28,0,1
1307,"15694    2018-1
Name: split, dtype: object",45967,59522,1,10,3,11,0,1
1308,"15706    2018-1
Name: split, dtype: object",65666,74948,5,9,9,15,0,1
1309,"15718    2018-1
Name: split, dtype: object",57281,71991,2,10,5,15,0,1
1310,"15730    2018-1
Name: split, dtype: object",54207,39965,11,2,11,3,1,0
1311,"15742    2018-1
Name: split, dtype: object",53211,66929,4,11,4,15,0,1
1312,"15754    2018-1
Name: split, dtype: object",43353,59592,0,11,3,15,0,1
1313,"15766    2018-1
Name: split, dtype: object",71037,56481,11,2,18,10,1,0
1314,"15778    2018-1
Name: split, dtype: object",60430,72356,4,8,16,27,0,1
1315,"15790    2018-1
Name: split, dtype: object",76374,81705,8,9,13,18,0,1
1316,"15802    2018-1
Name: split, dtype: object",89190,92283,7,11,16,20,0,1
1317,"15814    2018-1
Name: split, dtype: object",68869,87354,0,11,6,14,0,1
1318,"15826    2018-1
Name: split, dtype: object",59120,43940,11,1,14,2,1,0
1319,"15838    2018-1
Name: split, dtype: object",61437,53203,10,4,15,11,1,0
1320,"15850    2018-1
Name: split, dtype: object",54928,68172,0,11,5,12,0,1
1321,"15862    2018-1
Name: split, dtype: object",62814,50051,11,3,14,4,1,0
1322,"15874    2018-1
Name: split, dtype: object",55988,62679,4,8,7,10,0,1
1323,"15886    2018-1
Name: split, dtype: object",54430,39718,9,2,15,3,1,0
1324,"15898    2018-1
Name: split, dtype: object",67580,67956,7,9,13,9,1,0
1325,"22    2018-2
Name: split, dtype: object",50030,36341,10,1,17,5,1,0
1326,"34    2018-2
Name: split, dtype: object",54670,46885,11,3,17,7,1,0
1327,"46    2018-2
Name: split, dtype: object",63902,48554,10,0,22,10,1,0
1328,"58    2018-2
Name: split, dtype: object",63454,56583,10,3,18,9,1,0
1329,"70    2018-2
Name: split, dtype: object",58074,39646,11,0,17,7,1,0
1330,"82    2018-2
Name: split, dtype: object",53422,60373,5,6,8,16,0,1
1331,"94    2018-2
Name: split, dtype: object",62316,56898,11,4,14,11,1,0
1332,"106    2018-2
Name: split, dtype: object",37699,50775,3,11,2,11,0,1
1333,"118    2018-2
Name: split, dtype: object",78301,84902,5,9,16,21,0,1
1334,"130    2018-2
Name: split, dtype: object",41976,57310,1,10,1,10,0,1
1335,"142    2018-2
Name: split, dtype: object",51358,64269,2,10,11,22,0,1
1336,"154    2018-2
Name: split, dtype: object",46041,56180,1,8,5,16,0,1
1337,"166    2018-2
Name: split, dtype: object",64830,48764,8,0,19,9,1,0
1338,"178    2018-2
Name: split, dtype: object",43012,54149,2,10,6,15,0,1
1339,"190    2018-2
Name: split, dtype: object",64747,70985,7,7,10,19,0,1
1340,"202    2018-2
Name: split, dtype: object",62834,44563,11,1,15,5,1,0
1341,"214    2018-2
Name: split, dtype: object",52692,37097,9,0,11,2,1,0
1342,"226    2018-2
Name: split, dtype: object",59174,69188,4,7,14,20,0,1
1343,"238    2018-2
Name: split, dtype: object",52772,34633,11,1,19,1,1,0
1344,"250    2018-2
Name: split, dtype: object",33178,55552,0,10,2,21,0,1
1345,"262    2018-2
Name: split, dtype: object",58255,37262,11,1,17,1,1,0
1346,"274    2018-2
Name: split, dtype: object",66062,72534,5,9,5,13,0,1
1347,"286    2018-2
Name: split, dtype: object",75046,65068,10,3,9,5,1,0
1348,"298    2018-2
Name: split, dtype: object",36650,51281,0,10,5,11,0,1
1349,"310    2018-2
Name: split, dtype: object",67147,58361,10,3,12,7,1,0
1350,"322    2018-2
Name: split, dtype: object",54072,63538,4,10,8,17,0,1
1351,"334    2018-2
Name: split, dtype: object",67953,77616,4,8,9,16,0,1
1352,"346    2018-2
Name: split, dtype: object",58716,66778,3,10,11,13,0,1
1353,"358    2018-2
Name: split, dtype: object",60922,44680,9,0,12,1,1,0
1354,"370    2018-2
Name: split, dtype: object",36247,50457,1,10,2,10,0,1
1355,"382    2018-2
Name: split, dtype: object",73644,77995,6,10,13,9,0,1
1356,"394    2018-2
Name: split, dtype: object",64017,59970,10,6,9,6,1,0
1357,"406    2018-2
Name: split, dtype: object",49398,31975,10,0,13,2,1,0
1358,"418    2018-2
Name: split, dtype: object",37057,54987,0,10,3,15,0,1
1359,"430    2018-2
Name: split, dtype: object",66436,53931,10,2,10,1,1,0
1360,"442    2018-2
Name: split, dtype: object",62709,54737,8,3,6,3,1,0
1361,"454    2018-2
Name: split, dtype: object",64884,75307,3,9,9,17,0,1
1362,"466    2018-2
Name: split, dtype: object",59283,45913,11,0,11,3,1,0
1363,"478    2018-2
Name: split, dtype: object",35937,51771,0,11,5,16,0,1
1364,"490    2018-2
Name: split, dtype: object",39503,48116,2,8,6,9,0,1
1365,"502    2018-2
Name: split, dtype: object",54310,45324,9,4,17,8,1,0
1366,"514    2018-2
Name: split, dtype: object",58969,48195,10,1,14,11,1,0
1367,"526    2018-2
Name: split, dtype: object",46696,55293,2,8,5,15,0,1
1368,"538    2018-2
Name: split, dtype: object",48551,59372,3,7,9,22,0,1
1369,"550    2018-2
Name: split, dtype: object",45269,62175,0,9,2,13,0,1
1370,"562    2018-2
Name: split, dtype: object",48379,39249,7,2,12,2,1,0
1371,"574    2018-2
Name: split, dtype: object",59224,83324,2,10,7,22,0,1
1372,"586    2018-2
Name: split, dtype: object",59668,57047,8,6,10,4,1,0
1373,"598    2018-2
Name: split, dtype: object",48030,61423,1,9,3,10,0,1
1374,"610    2018-2
Name: split, dtype: object",57588,40370,8,1,18,2,1,0
1375,"622    2018-2
Name: split, dtype: object",52381,35359,9,1,28,7,1,0
1376,"634    2018-2
Name: split, dtype: object",58756,45518,10,2,17,7,1,0
1377,"646    2018-2
Name: split, dtype: object",44632,45241,6,5,6,5,1,0
1378,"658    2018-2
Name: split, dtype: object",67991,54681,11,4,14,6,1,0
1379,"670    2018-2
Name: split, dtype: object",59600,48162,9,1,17,9,1,0
1380,"682    2018-2
Name: split, dtype: object",82339,70865,11,3,14,9,1,0
1381,"694    2018-2
Name: split, dtype: object",61921,56007,7,4,15,10,1,0
1382,"706    2018-2
Name: split, dtype: object",59613,67613,4,8,4,7,0,1
1383,"718    2018-2
Name: split, dtype: object",64233,52077,8,3,18,10,1,0
1384,"730    2018-2
Name: split, dtype: object",47287,36794,9,1,10,3,1,0
1385,"742    2018-2
Name: split, dtype: object",72222,63865,11,2,12,14,1,0
1386,"754    2018-2
Name: split, dtype: object",65321,73551,3,8,4,14,0,1
1387,"766    2018-2
Name: split, dtype: object",57550,70931,0,11,8,7,0,1
1388,"778    2018-2
Name: split, dtype: object",39689,50368,2,9,3,9,0,1
1389,"790    2018-2
Name: split, dtype: object",70713,76896,2,11,13,11,0,1
1390,"802    2018-2
Name: split, dtype: object",50371,34085,10,0,11,1,1,0
1391,"814    2018-2
Name: split, dtype: object",52894,60181,4,7,8,14,0,1
1392,"826    2018-2
Name: split, dtype: object",54638,34742,11,0,15,4,1,0
1393,"838    2018-2
Name: split, dtype: object",37092,47715,3,10,3,20,0,1
1394,"850    2018-2
Name: split, dtype: object",56660,44576,11,3,11,1,1,0
1395,"862    2018-2
Name: split, dtype: object",68141,60950,8,6,14,9,1,0
1396,"874    2018-2
Name: split, dtype: object",55444,67763,3,10,13,18,0,1
1397,"886    2018-2
Name: split, dtype: object",59642,45738,8,1,17,7,1,0
1398,"898    2018-2
Name: split, dtype: object",41218,58831,1,10,2,14,0,1
1399,"910    2018-2
Name: split, dtype: object",53159,63238,0,7,15,15,0,1
1400,"922    2018-2
Name: split, dtype: object",75721,61142,11,3,6,5,1,0
1401,"934    2018-2
Name: split, dtype: object",60782,56403,11,4,13,9,1,0
1402,"946    2018-2
Name: split, dtype: object",50010,38129,8,2,18,13,1,0
1403,"958    2018-2
Name: split, dtype: object",46845,57724,2,11,5,13,0,1
1404,"970    2018-2
Name: split, dtype: object",87652,95374,9,7,21,19,0,1
1405,"982    2018-2
Name: split, dtype: object",44522,51359,3,6,4,10,0,1
1406,"994    2018-2
Name: split, dtype: object",57769,40437,11,1,19,5,1,0
1407,"1006    2018-2
Name: split, dtype: object",60327,74614,5,10,16,22,0,1
1408,"1018    2018-2
Name: split, dtype: object",63628,72853,5,10,11,24,0,1
1409,"1030    2018-2
Name: split, dtype: object",70791,57583,10,2,12,8,1,0
1410,"1042    2018-2
Name: split, dtype: object",44106,34351,7,2,7,2,1,0
1411,"1054    2018-2
Name: split, dtype: object",54858,67486,2,9,9,11,0,1
1412,"1066    2018-2
Name: split, dtype: object",74004,66238,10,6,23,10,1,0
1413,"1078    2018-2
Name: split, dtype: object",48671,34285,9,2,12,2,1,0
1414,"1090    2018-2
Name: split, dtype: object",42170,55717,2,9,6,13,0,1
1415,"1102    2018-2
Name: split, dtype: object",52183,34622,9,0,17,4,1,0
1416,"1114    2018-2
Name: split, dtype: object",40503,53130,1,9,2,12,0,1
1417,"1126    2018-2
Name: split, dtype: object",71136,78967,3,10,10,14,0,1
1418,"1138    2018-2
Name: split, dtype: object",69849,65706,7,4,14,10,1,0
1419,"1150    2018-2
Name: split, dtype: object",54700,65030,4,10,5,15,0,1
1420,"1162    2018-2
Name: split, dtype: object",54056,69532,4,11,8,18,0,1
1421,"1174    2018-2
Name: split, dtype: object",64197,74461,4,10,8,19,0,1
1422,"1186    2018-2
Name: split, dtype: object",60235,70930,4,10,10,23,0,1
1423,"1198    2018-2
Name: split, dtype: object",67696,54155,9,3,20,6,1,0
1424,"1210    2018-2
Name: split, dtype: object",84542,87593,8,10,13,15,0,1
1425,"1222    2018-2
Name: split, dtype: object",48465,59163,2,8,6,17,0,1
1426,"1234    2018-2
Name: split, dtype: object",48879,39906,8,3,10,8,1,0
1427,"1246    2018-2
Name: split, dtype: object",99104,103649,8,10,15,9,0,1
1428,"1258    2018-2
Name: split, dtype: object",51120,41926,8,0,15,6,1,0
1429,"1270    2018-2
Name: split, dtype: object",71550,61628,10,3,13,5,1,0
1430,"1282    2018-2
Name: split, dtype: object",56936,43561,11,0,9,3,1,0
1431,"1294    2018-2
Name: split, dtype: object",36808,53602,1,10,4,14,0,1
1432,"1306    2018-2
Name: split, dtype: object",48355,56979,3,10,10,12,0,1
1433,"1318    2018-2
Name: split, dtype: object",57020,68643,2,8,11,14,0,1
1434,"1330    2018-2
Name: split, dtype: object",62759,76350,4,9,5,17,0,1
1435,"1342    2018-2
Name: split, dtype: object",50515,60888,1,11,4,13,0,1
1436,"1354    2018-2
Name: split, dtype: object",63300,57645,11,2,15,10,1,0
1437,"1366    2018-2
Name: split, dtype: object",59199,74394,1,11,7,15,0,1
1438,"1378    2018-2
Name: split, dtype: object",81476,79511,8,7,19,12,0,1
1439,"1390    2018-2
Name: split, dtype: object",61573,52687,9,2,20,15,1,0
1440,"1402    2018-2
Name: split, dtype: object",61439,53492,11,5,15,2,1,0
1441,"1414    2018-2
Name: split, dtype: object",54462,43911,9,2,11,3,1,0
1442,"1426    2018-2
Name: split, dtype: object",61742,66952,3,7,12,20,0,1
1443,"1438    2018-2
Name: split, dtype: object",65099,51871,10,3,17,2,1,0
1444,"1450    2018-2
Name: split, dtype: object",48555,60434,1,9,6,14,0,1
1445,"1462    2018-2
Name: split, dtype: object",74143,58636,9,1,22,9,1,0
1446,"1474    2018-2
Name: split, dtype: object",43651,30236,9,0,15,3,1,0
1447,"1486    2018-2
Name: split, dtype: object",45479,63944,0,11,7,20,0,1
1448,"1498    2018-2
Name: split, dtype: object",60713,47003,8,2,13,4,1,0
1449,"1510    2018-2
Name: split, dtype: object",49516,39384,7,2,7,3,1,0
1450,"1522    2018-2
Name: split, dtype: object",31185,51711,0,10,2,18,0,1
1451,"1534    2018-2
Name: split, dtype: object",51740,38106,9,0,7,1,1,0
1452,"1546    2018-2
Name: split, dtype: object",54817,64169,1,7,4,11,0,1
1453,"1558    2018-2
Name: split, dtype: object",67441,50858,10,0,13,5,1,0
1454,"1570    2018-2
Name: split, dtype: object",53605,44902,8,3,11,5,1,0
1455,"1582    2018-2
Name: split, dtype: object",48821,56544,2,7,8,20,0,1
1456,"1594    2018-2
Name: split, dtype: object",56209,41060,9,1,10,4,1,0
1457,"1606    2018-2
Name: split, dtype: object",44928,39534,6,3,15,4,1,0
1458,"1618    2018-2
Name: split, dtype: object",54622,42463,8,1,13,5,1,0
1459,"1630    2018-2
Name: split, dtype: object",62163,51218,11,2,7,2,1,0
1460,"1642    2018-2
Name: split, dtype: object",52060,39466,9,1,19,7,1,0
1461,"1654    2018-2
Name: split, dtype: object",75346,63911,10,3,6,3,1,0
1462,"1666    2018-2
Name: split, dtype: object",52311,65775,2,11,3,12,0,1
1463,"1678    2018-2
Name: split, dtype: object",74720,62827,10,4,15,14,1,0
1464,"1690    2018-2
Name: split, dtype: object",78200,70710,7,10,21,14,1,0
1465,"1702    2018-2
Name: split, dtype: object",42029,54757,1,9,5,12,0,1
1466,"1714    2018-2
Name: split, dtype: object",52344,33924,11,0,14,2,1,0
1467,"1726    2018-2
Name: split, dtype: object",47246,60356,1,8,2,12,0,1
1468,"1738    2018-2
Name: split, dtype: object",43491,52346,1,8,8,11,0,1
1469,"1750    2018-2
Name: split, dtype: object",80859,82917,9,10,19,13,1,0
1470,"1762    2018-2
Name: split, dtype: object",55084,42417,10,2,15,5,1,0
1471,"1774    2018-2
Name: split, dtype: object",60454,40570,9,1,27,5,1,0
1472,"1786    2018-2
Name: split, dtype: object",75879,61460,11,3,22,7,1,0
1473,"1798    2018-2
Name: split, dtype: object",49470,35834,8,2,15,1,1,0
1474,"1810    2018-2
Name: split, dtype: object",61303,54776,9,3,9,10,1,0
1475,"1822    2018-2
Name: split, dtype: object",71501,66225,8,4,18,15,1,0
1476,"1834    2018-2
Name: split, dtype: object",70087,58832,8,4,14,9,1,0
1477,"1846    2018-2
Name: split, dtype: object",68658,59287,10,4,21,15,1,0
1478,"1858    2018-2
Name: split, dtype: object",63133,78996,1,11,7,16,0,1
1479,"1870    2018-2
Name: split, dtype: object",69037,54507,9,4,22,8,1,0
1480,"1882    2018-2
Name: split, dtype: object",51723,38190,9,1,11,3,1,0
1481,"1894    2018-2
Name: split, dtype: object",55939,35765,10,0,23,3,1,0
1482,"1906    2018-2
Name: split, dtype: object",40606,56178,1,11,2,11,0,1
1483,"1918    2018-2
Name: split, dtype: object",74854,86837,5,10,7,20,0,1
1484,"1930    2018-2
Name: split, dtype: object",55885,45967,7,2,9,2,1,0
1485,"1942    2018-2
Name: split, dtype: object",44791,61737,1,10,1,10,0,1
1486,"1954    2018-2
Name: split, dtype: object",70768,48413,11,0,11,1,1,0
1487,"1966    2018-2
Name: split, dtype: object",66732,62737,6,10,18,12,1,0
1488,"1978    2018-2
Name: split, dtype: object",73454,71104,8,4,9,5,1,0
1489,"1990    2018-2
Name: split, dtype: object",77271,73972,11,5,16,8,1,0
1490,"2002    2018-2
Name: split, dtype: object",75672,81657,7,9,19,27,0,1
1491,"2014    2018-2
Name: split, dtype: object",54526,63051,4,10,2,17,0,1
1492,"2026    2018-2
Name: split, dtype: object",63859,54738,9,3,14,6,1,0
1493,"2038    2018-2
Name: split, dtype: object",61724,50792,8,2,19,8,1,0
1494,"2050    2018-2
Name: split, dtype: object",69732,61059,9,4,15,9,1,0
1495,"2062    2018-2
Name: split, dtype: object",60969,42911,10,0,20,7,1,0
1496,"2074    2018-2
Name: split, dtype: object",90710,88731,8,7,15,6,1,0
